 (1.354385385205479E-006,-2.057795712344970E-017)
 (2.402500017979477E-012,-2.244298713885429E-012)
 (1.593977535480442E-012,-1.378824192408562E-012)
 (2.274216703629026E-012,-3.444353068847550E-012)
 (5.410801472670312E-013,-5.380961845684660E-015)
 (1.061366063142991E-005,-5.219337715863435E-012)
 (3.699722935883784E-006,3.094038670018937E-012)
 (-3.699723863441355E-006,1.957561578656321E-011)
 (2.348217432134037E-012,-5.043405699363873E-012)
 (1.068252201013854E-005,3.922944175301467E-012)
 (2.402489370775330E-012,2.244298713885429E-012)
 (5.067655740263180E-006,-1.875912909172371E-017)
 (5.742526408818865E-013,-5.276175004710615E-015)
 (-2.064241095086792E-013,-3.544009026133429E-013)
 (3.220666555035735E-012,-2.017313833341250E-012)
 (-3.699722535990941E-006,-4.438689460472059E-012)
 (2.074672914586856E-005,2.411360832690022E-011)
 (-1.673914062995805E-005,2.783586525202547E-011)
 (-1.534385314118369E-011,6.422456629741059E-007)
 (5.332900176819922E-006,-3.308659314409101E-011)
 (1.593966808655198E-012,1.378824409248997E-012)
 (5.742504724775416E-013,5.270008604854604E-015)
 (5.067657878485505E-006,-1.945785760097438E-017)
 (-1.144897241586924E-012,8.578375775567318E-013)
 (6.911486187782378E-013,1.035891533142375E-012)
 (3.699722055296504E-006,1.148793435596165E-011)
 (-1.673914846949713E-005,-4.085066037285599E-011)
 (2.074672869384624E-005,-7.716416345953866E-012)
 (1.685609377771735E-011,6.422421601783962E-007)
 (-5.332899544818292E-006,7.954813836721225E-011)
 (2.274216649418917E-012,3.444345618334889E-012)
 (-2.064250954550298E-013,3.543954273923719E-013)
 (-1.144898288519647E-012,-8.578321565458694E-013)
 (-1.329637462803334E-005,2.834022632245697E-017)
 (-7.148429526267208E-015,-4.735159212860486E-013)
 (2.091457188642051E-012,5.728211317775000E-012)
 (-3.698184120048964E-011,-6.422428291506522E-007)
 (2.519775295535542E-011,-6.422456692847724E-007)
 (-8.894154843641340E-006,-4.701228304281017E-012)
 (1.816872241306063E-012,1.994281088370226E-012)
 (5.410801608195584E-013,5.382134633343130E-015)
 (3.220652551887051E-012,2.017313724921033E-012)
 (6.911346562871352E-013,-1.035891207881723E-012)
 (-7.148456631321520E-015,4.735170118566329E-013)
 (1.063926433382198E-006,-3.150867321867292E-017)
 (1.068252193062906E-005,-3.345710222721926E-012)
 (-5.332900029863349E-006,2.795914888498174E-011)
 (5.332899174379609E-006,7.358882080088502E-011)
 (1.011066054555469E-012,-3.207407383348037E-012)
 (3.001381747112092E-007,-2.026957122352466E-011)
 (1.061366063142991E-005,5.219354440053292E-012)
 (-3.699722535984534E-006,4.438663602250245E-012)
 (3.699722055302915E-006,-1.148790863326511E-011)
 (2.091457080221834E-012,-5.728210345590454E-012)
 (1.068252193062874E-005,3.345609276897384E-012)
 (1.354387761412024E-006,-2.221658263440074E-017)
 (5.241168369668698E-013,-1.691793948856157E-013)
 (-4.726840087691721E-014,-1.584565432425494E-012)
 (1.221392182271935E-012,-3.862575858702107E-012)
 (5.560917394967224E-013,5.199733184754111E-015)
 (3.699722935877299E-006,-3.094012920217340E-012)
 (2.074672914587202E-005,-2.411357868752333E-011)
 (-1.673914846949708E-005,4.085060880081476E-011)
 (-3.698178189463081E-011,6.422428291725802E-007)
 (-5.332900029841792E-006,-2.795904913838188E-011)
 (5.241061440229436E-013,1.691793948856157E-013)
 (5.067655344542614E-006,-1.966148494956562E-017)
 (5.269967134121506E-013,1.056843685915548E-014)
 (4.122753824935916E-013,4.394059579084300E-013)
 (-1.050931023249217E-013,1.640935651248121E-013)
 (-3.699723863447820E-006,-1.957564164478502E-011)
 (-1.673914062995805E-005,-2.783591633617520E-011)
 (2.074672869384255E-005,7.716445768490322E-012)
 (2.519781215279404E-011,6.422456692627224E-007)
 (5.332899174401384E-006,-7.358892098116576E-011)
 (-4.727906332765725E-014,1.584565432425494E-012)
