 (1.094635122725514E-005,-1.179534771579141E-016)
 (5.124233725874522E-014,-5.348843655321456E-016)
 (3.785220834690017E-017,-1.314471757103947E-016)
 (-5.128266664185779E-014,4.738166781668995E-016)
 (1.094635122767169E-005,6.183282181803730E-016)
 (1.762844078689262E-016,3.214320628240619E-016)
 (1.321371397716709E-016,-7.191754148176245E-017)
 (-1.322772594694469E-016,-2.629190268277348E-016)
 (2.326168259802932E-005,-2.682370263833746E-015)
 (-7.649401086601119E-006,-3.593969739867919E-013)
 (1.584514041242518E-015,1.233005486943890E-015)
 (1.528229372757146E-016,-3.640073268848520E-016)
 (-1.557354776821757E-015,-1.205320669902370E-015)
 (-7.649401084269488E-006,3.576856692777408E-013)
 (6.792526610621685E-016,-1.376024545315554E-015)
 (1.560100401992294E-016,-5.024599443112510E-016)
 (-5.952812028031662E-016,1.372578416508038E-015)
 (1.192404497365804E-006,5.193328406205566E-017)
 (-1.673561060411982E-005,7.307132329770205E-014)
 (-4.787870675013878E-016,1.634745070476854E-005)
 (2.858123809991819E-006,-1.215021328991248E-015)
 (5.502529313271276E-016,-1.634745070472966E-005)
 (-1.673561063336032E-005,-7.307143171791930E-014)
 (2.761368065630487E-015,-2.858123813542029E-006)
 (2.858123810007828E-006,-1.234211707444241E-015)
 (-2.686459859907106E-015,2.858123813461913E-006)
 (-2.556073994579961E-005,8.803721640582296E-017)
 (-4.170052545621021E-006,9.822509325799091E-014)
 (-6.604945333842445E-015,-5.695968599127993E-014)
 (-1.279853230774092E-014,9.876811374805928E-015)
 (6.710937940220403E-015,5.694096317501382E-014)
 (1.909153003326440E-005,-9.644449101395107E-014)
 (4.730420557289460E-014,-1.762618241701463E-005)
 (-1.279412773641520E-014,9.785430691668768E-015)
 (-4.728261875196073E-014,1.762618241701869E-005)
 (-1.485574647687969E-005,-5.554810209218603E-016)
 (-3.241126937364338E-006,-5.779621572998828E-014)
 (-1.225104256729432E-012,-8.107607818558318E-007)
 (1.858428919097954E-007,1.211774482297832E-014)
 (1.225174797633280E-012,8.107607818299465E-007)
 (-3.538163596629061E-005,5.247690303133989E-014)
 (1.260215618924948E-016,4.590033040877199E-007)
 (1.858428919431380E-007,1.202359880495690E-014)
 (-1.367416108729452E-016,-4.590033041767498E-007)
 (2.093670541723487E-006,2.940031031128942E-015)
 (1.257792636886708E-005,7.365549142823724E-014)
 (-1.046230701899631E-014,-2.132774100677931E-014)
 (-1.798742020912714E-014,1.456015755012252E-014)
 (1.047434166311090E-014,2.125529087622509E-014)
 (4.148060551841274E-005,-6.849945957676518E-014)
 (1.655699367756128E-014,-9.417222874181440E-007)
 (-1.796146265677001E-014,1.454669989065654E-014)
 (-1.656990245967743E-014,9.417222873561523E-007)
 (-2.082089185436189E-006,-1.479393864356471E-015)
 (1.267264639861934E-005,1.013945871708444E-015)
 (-2.223708007011507E-013,-1.235003209476785E-005)
 (3.270991216513597E-006,1.772806077285360E-014)
 (2.223538735947328E-013,1.235003209471497E-005)
 (1.516871698475388E-005,-5.400844702019292E-015)
 (-1.021708081637082E-015,-1.916073366032857E-006)
 (3.270991216637108E-006,1.768706776633829E-014)
 (9.821414786049393E-016,1.916073366048676E-006)
